지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),현지기압(hPa),지면온도(°C)
159,부산,2020-01-01 09:00,.2,,.5,50,1022.6,-.6
159,부산,2020-01-01 10:00,1.4,,2.2,51,1022.7,-.1
159,부산,2020-01-01 11:00,3,,3.1,49,1022.7,.2
159,부산,2020-01-01 12:00,5.3,,1.6,43,1021.6,2.7
159,부산,2020-01-01 13:00,6.5,,2.7,41,1020.8,6.6
159,부산,2020-01-01 14:00,7.2,,3.1,38,1020.1,7.7
159,부산,2020-01-01 15:00,7.1,,2.4,40,1020.1,7.2
159,부산,2020-01-01 16:00,6.8,,2.4,40,1020.5,5.1
159,부산,2020-01-01 17:00,5.3,,2.5,41,1020.8,3.2
159,부산,2020-01-01 18:00,4.2,,2.2,44,1021.1,1.8
159,부산,2020-01-01 19:00,3.6,,2,46,1021,1
159,부산,2020-01-01 20:00,2.8,,1.1,49,1020.7,.5
159,부산,2020-01-01 21:00,2.6,,2.4,49,1020.3,.2
159,부산,2020-01-01 22:00,2.2,,2.4,51,1020.5,-.3
159,부산,2020-01-01 23:00,2,,2.3,51,1020.3,.1
159,부산,2020-01-02 00:00,1.5,,3.1,54,1019.8,.2
162,통영,2020-01-01 01:00,-2.5,,1.9,36,1027.3,-6.5
162,통영,2020-01-01 02:00,-2.4,,5,30,1027.4,-5.8
162,통영,2020-01-01 03:00,-2.9,,2.7,32,1027.4,-6.6
162,통영,2020-01-01 04:00,-2.8,,3.7,30,1027.3,-6.4
162,통영,2020-01-01 05:00,-2.7,,2.9,30,1027.4,-5.3
162,통영,2020-01-01 06:00,-2.2,,3,45,1027.2,-5.5
162,통영,2020-01-01 07:00,-2.1,,1.7,49,1027.6,-4.7
162,통영,2020-01-01 08:00,-2.5,,.6,52,1027.5,-5.1
162,통영,2020-01-01 09:00,-.9,,2,55,1028.1,-1.8
162,통영,2020-01-01 10:00,1.8,,1.4,49,1028.4,-.2
162,통영,2020-01-01 11:00,3.1,,1.8,46,1028.2,3.9
162,통영,2020-01-01 12:00,4.9,,1.3,46,1027.2,10.5
162,통영,2020-01-01 13:00,5,,2.7,45,1026.3,13.2
162,통영,2020-01-01 14:00,6.2,,2.4,44,1025.7,13.1
162,통영,2020-01-01 15:00,6.2,,2.8,42,1025.4,9.1
162,통영,2020-01-01 16:00,5.7,,1.8,42,1026,5.9
162,통영,2020-01-01 17:00,5.1,,2.3,45,1026.4,4.1
162,통영,2020-01-01 18:00,3.5,,.7,52,1026.4,2.6
162,통영,2020-01-01 19:00,2,,1.4,62,1026.1,1.7
162,통영,2020-01-01 20:00,2.3,,.1,62,1026,1.1
162,통영,2020-01-01 21:00,1.5,,2,67,1026,1
162,통영,2020-01-01 22:00,1,,2,68,1026.2,.8
162,통영,2020-01-01 23:00,.6,,1.6,68,1026.4,.5
162,통영,2020-01-02 00:00,0,,1.9,68,1026.1,.3
165,목포,2020-01-01 01:00,-3.6,,1.9,66,1027.7,-3
165,목포,2020-01-01 02:00,-4.4,,2.3,66,1027.6,-4.1
165,목포,2020-01-01 03:00,-4.1,,2.1,65,1028.1,-3.8
165,목포,2020-01-01 04:00,-4,,1.1,63,1028,-3.7
165,목포,2020-01-01 05:00,-4.2,,1.3,63,1027.5,-3.1
165,목포,2020-01-01 06:00,-4.4,,1.2,63,1027.5,-4.7
165,목포,2020-01-01 07:00,-4.4,,1.9,64,1028,-4.8
165,목포,2020-01-01 08:00,-4.4,,1.6,67,1027.9,-4.6
165,목포,2020-01-01 09:00,-2.5,,.9,63,1028.2,-.6
165,목포,2020-01-01 10:00,-1,,.4,60,1028.7,3.3
165,목포,2020-01-01 11:00,.5,,.5,60,1028.5,9
165,목포,2020-01-01 12:00,1.5,,1.6,62,1027.4,6.4
165,목포,2020-01-01 13:00,2,,2.2,64,1026.7,8
165,목포,2020-01-01 14:00,2.6,,2.8,62,1026.1,7.3
165,목포,2020-01-01 15:00,3.2,,5.1,56,1026.2,6.8
165,목포,2020-01-01 16:00,3.2,,4.8,57,1026.9,5.2
165,목포,2020-01-01 17:00,2.9,,4.8,60,1026.5,2.3
165,목포,2020-01-01 18:00,2.7,,4.7,62,1026.4,1.2
165,목포,2020-01-01 19:00,1.6,,3,66,1026.2,.1
165,목포,2020-01-01 20:00,1.3,,2,64,1025.8,-.5
165,목포,2020-01-01 21:00,1.1,,1.4,64,1026.2,-1.1
165,목포,2020-01-01 22:00,1,,2.3,62,1026.3,.1
165,목포,2020-01-01 23:00,.4,,.9,63,1026.5,-.3
165,목포,2020-01-02 00:00,.1,,1.3,66,1026.1,-.7
168,여수,2020-01-01 01:00,-3.1,,7.3,41,1023.1,-4
168,여수,2020-01-01 02:00,-3.4,,5.6,41,1023,-4.5
168,여수,2020-01-01 03:00,-3.8,,5.1,42,1023.4,-4.8
168,여수,2020-01-01 04:00,-3.9,,2.3,40,1023.5,-5.3
168,여수,2020-01-01 05:00,-3.8,,2,41,1023.1,-5.1
168,여수,2020-01-01 06:00,-3.8,,.6,47,1023.2,-5.4
168,여수,2020-01-01 07:00,-3.4,,1.1,50,1023.6,-5.1
168,여수,2020-01-01 08:00,-3.7,,.8,55,1023.6,-4.7
168,여수,2020-01-01 09:00,-1.5,,.9,54,1023.7,3.3
168,여수,2020-01-01 10:00,1.5,,1.4,54,1024,8.1
168,여수,2020-01-01 11:00,2.5,,1.7,59,1023.9,12.6
168,여수,2020-01-01 12:00,4.5,,2.9,52,1023,16.3
168,여수,2020-01-01 13:00,5.1,,6.5,46,1021.9,15.4
168,여수,2020-01-01 14:00,6.1,,4.6,46,1021.3,17
168,여수,2020-01-01 15:00,6.4,,5.1,45,1021,14.3
168,여수,2020-01-01 16:00,5.8,,6.1,47,1021.8,9.4
168,여수,2020-01-01 17:00,4.9,,6.6,49,1022.2,3.8
168,여수,2020-01-01 18:00,3.9,,6.3,52,1022.2,1.9
168,여수,2020-01-01 19:00,3.3,,2.9,51,1022.3,.7
168,여수,2020-01-01 20:00,2.7,,6.1,55,1021.8,.8
168,여수,2020-01-01 21:00,2.3,,7.4,58,1021.8,.5
168,여수,2020-01-01 22:00,2,,6.6,59,1022.3,.1
168,여수,2020-01-01 23:00,1.8,,6.1,60,1022.4,-.1
168,여수,2020-01-02 00:00,1.6,,5.7,59,1022.2,-.3
169,흑산도,2020-01-01 01:00,1.5,,6.7,67,1023.1,2.6
169,흑산도,2020-01-01 02:00,1.9,,6.1,70,1023.1,2.8
169,흑산도,2020-01-01 03:00,2,,6.9,66,1023.3,2.7
169,흑산도,2020-01-01 04:00,2.3,,7.2,66,1022.9,2.8
169,흑산도,2020-01-01 05:00,2.3,,7.5,66,1022.7,2.8
169,흑산도,2020-01-01 06:00,2.7,,6.2,65,1022.9,2.9
169,흑산도,2020-01-01 07:00,2.4,,6.8,66,1023,2.7
169,흑산도,2020-01-01 08:00,3,,6.2,65,1023.2,2.7
169,흑산도,2020-01-01 09:00,3.6,,5.8,64,1023.5,3.5
169,흑산도,2020-01-01 10:00,4.2,,5.1,64,1024.1,4.5
169,흑산도,2020-01-01 11:00,4.9,,4.1,57,1024.1,6
169,흑산도,2020-01-01 12:00,5.5,,3.6,57,1023.2,7.6
169,흑산도,2020-01-01 13:00,5.2,,4.9,57,1022.4,7.8
169,흑산도,2020-01-01 14:00,5.4,,2.8,60,1021.8,8.1
169,흑산도,2020-01-01 15:00,5,,4.2,63,1022.2,7.3
169,흑산도,2020-01-01 16:00,5,,4,61,1022.5,6.8
169,흑산도,2020-01-01 17:00,4.9,,4,62,1022,6.1
169,흑산도,2020-01-01 18:00,5.2,,4,65,1022,5.5
169,흑산도,2020-01-01 19:00,5.3,,3.8,64,1021.7,5.3
169,흑산도,2020-01-01 20:00,5.5,,4.1,68,1021.6,5.3
169,흑산도,2020-01-01 21:00,5.5,,3.6,67,1022,5.3
169,흑산도,2020-01-01 22:00,5.8,,4,65,1022.1,5.2
169,흑산도,2020-01-01 23:00,6,,2.6,66,1022.1,5.3
169,흑산도,2020-01-02 00:00,6.1,,2.1,65,1021.4,5.3
170,완도,2020-01-01 01:00,-1.5,,1.9,64,1028.5,-4.8
170,완도,2020-01-01 02:00,-2.1,,.7,66,1028.5,-6.1
170,완도,2020-01-01 03:00,-2.6,,.5,71,1028.8,-6.9
170,완도,2020-01-01 04:00,-2,,.5,69,1028.7,-5.9
170,완도,2020-01-01 05:00,-1.1,,.7,67,1028.2,-5.5
170,완도,2020-01-01 06:00,-1.2,,1.2,68,1028.1,-4.8
170,완도,2020-01-01 07:00,-.7,,1.7,65,1028.8,-5.2
170,완도,2020-01-01 08:00,-.2,,1.8,66,1028.7,-4.3
170,완도,2020-01-01 09:00,1.6,,1.9,61,1028.8,4.6
170,완도,2020-01-01 10:00,3,,2.2,57,1029.3,9.7
170,완도,2020-01-01 11:00,3.9,,3.2,58,1029.1,11.1
170,완도,2020-01-01 12:00,4,,4.8,55,1027.9,9.4
170,완도,2020-01-01 13:00,4.9,,4.4,56,1027.1,11.7
170,완도,2020-01-01 14:00,5.1,,5.4,56,1026.3,11.3
170,완도,2020-01-01 15:00,5.3,,3.3,54,1026.5,10.2
170,완도,2020-01-01 16:00,4.6,,4.3,59,1027.4,4.4
170,완도,2020-01-01 17:00,4.2,,4.2,59,1027.2,1.8
170,완도,2020-01-01 18:00,4,,3.5,58,1027.1,.8
170,완도,2020-01-01 19:00,3.1,,2.1,62,1027,-1.3
170,완도,2020-01-01 20:00,2.3,,1.4,64,1026.6,-2.5
170,완도,2020-01-01 21:00,2.7,,1.2,63,1027.1,-3.2
170,완도,2020-01-01 22:00,1.8,,1.1,68,1027.2,-3.5
170,완도,2020-01-01 23:00,1.5,,1.1,70,1027.5,-3.7
170,완도,2020-01-02 00:00,1.2,,.9,72,1027.1,-4.2
172,고창,2020-01-01 01:00,-4.6,,,59,1027.5,-3.3
172,고창,2020-01-01 02:00,-3.9,,,62,1027.1,-2
172,고창,2020-01-01 03:00,-3.4,,,62,1027.2,-1.9
172,고창,2020-01-01 04:00,-3.5,,,65,1027.3,-1.4
172,고창,2020-01-01 05:00,-3.5,,,71,1026.7,-1.3
172,고창,2020-01-01 06:00,-3.4,,,72,1026.8,-1.3
172,고창,2020-01-01 07:00,-3.4,,,73,1027,-1.2
172,고창,2020-01-01 08:00,-3.5,,,79,1027,-1.3
172,고창,2020-01-01 09:00,-2.9,,,76,1027.3,-.6
172,고창,2020-01-01 10:00,-1.2,,,73,1027.6,-.1
172,고창,2020-01-01 11:00,.5,,,66,1027.3,.3
172,고창,2020-01-01 12:00,2.1,,,64,1026.5,3
172,고창,2020-01-01 13:00,3.6,,,59,1025.8,6.3
172,고창,2020-01-01 14:00,3.9,,,60,1025.4,5.8
172,고창,2020-01-01 15:00,4.5,,3.4,57,1025.6,5.3
172,고창,2020-01-01 16:00,3.7,,5.2,57,1026.1,4.5
172,고창,2020-01-01 17:00,3.6,,3,58,1026,3.4
172,고창,2020-01-01 18:00,2,,1.5,66,1025.8,1.2
172,고창,2020-01-01 19:00,0,,1.1,76,1025.8,.9
172,고창,2020-01-01 20:00,-.1,,1.5,77,1025.2,.5
172,고창,2020-01-01 21:00,-.6,,.9,78,1025.4,0
172,고창,2020-01-01 22:00,-1.3,,1.1,84,1025.7,-.6
172,고창,2020-01-01 23:00,-1.8,,.2,85,1025.7,-1.1
172,고창,2020-01-02 00:00,-1.8,,0,86,1025.2,-.5
174,순천,2020-01-01 01:00,-5.9,,4.4,51,1011.7,-5.2
174,순천,2020-01-01 02:00,-5.7,,4.4,45,1010.9,-5.3
174,순천,2020-01-01 03:00,-5.9,,4.8,47,1011.4,-5.3
174,순천,2020-01-01 04:00,-5.4,,3.3,49,1011.3,-4.8
174,순천,2020-01-01 05:00,-4.5,,3.3,56,1010.8,-4
174,순천,2020-01-01 06:00,-3,,3.6,61,1010.2,-3.4
174,순천,2020-01-01 07:00,-2.3,,3.6,62,1010.8,-2.9
174,순천,2020-01-01 08:00,-2,,4.7,66,1010.8,-3.2
174,순천,2020-01-01 09:00,-.7,,4,63,1011,-2.2
174,순천,2020-01-01 10:00,1,,5,58,1011.4,-1
174,순천,2020-01-01 11:00,2,,5.5,56,1011.5,-.3
174,순천,2020-01-01 12:00,2.4,,5.8,55,1010.7,.1
174,순천,2020-01-01 13:00,3.6,,4.4,54,1009.8,1.2
174,순천,2020-01-01 14:00,3.1,,5.6,55,1009.2,3.8
174,순천,2020-01-01 15:00,3.3,,5.1,53,1009.2,3.8
174,순천,2020-01-01 16:00,3.4,,4.6,54,1009.8,1.1
174,순천,2020-01-01 17:00,2.5,,4.1,56,1010.3,.1
174,순천,2020-01-01 18:00,1.5,,3.4,60,1010.1,-.2
174,순천,2020-01-01 19:00,.8,,2.9,62,1010.1,-.5
174,순천,2020-01-01 20:00,.6,,4.7,65,1009.6,-.9
174,순천,2020-01-01 21:00,.1,,2.8,67,1009.8,-1.1
174,순천,2020-01-01 22:00,-.1,,3,67,1010.3,-1.4
174,순천,2020-01-01 23:00,0,,2.5,68,1010.2,-1.7
174,순천,2020-01-02 00:00,-.2,,2.8,69,1010,-1.9
177,홍성,2020-01-01 01:00,-5.9,,.2,78,1029.8,-3.3
177,홍성,2020-01-01 02:00,-5.2,,.7,72,1029.4,-2.8
177,홍성,2020-01-01 03:00,-4.9,,1.9,79,1029.7,-2.7
177,홍성,2020-01-01 04:00,-4.8,,.5,78,1029.3,-2.5
177,홍성,2020-01-01 05:00,-4.3,,.5,80,1029.4,-2.3
177,홍성,2020-01-01 06:00,-3.9,0,1.2,79,1029.1,-2.5
177,홍성,2020-01-01 07:00,-3.4,,2.1,79,1029.4,-2.5
177,홍성,2020-01-01 08:00,-3.3,,1.1,79,1029.5,-2.1
177,홍성,2020-01-01 09:00,-2.3,,2.1,76,1029.9,-1.1
177,홍성,2020-01-01 10:00,-.9,,1.9,73,1030.1,.1
177,홍성,2020-01-01 11:00,2.7,,1.4,60,1029.6,4.4
177,홍성,2020-01-01 12:00,3.3,,2.2,52,1028.6,4.3
177,홍성,2020-01-01 13:00,3.9,,2.2,52,1028,6.2
177,홍성,2020-01-01 14:00,4.2,,1.2,52,1027.5,5.9
177,홍성,2020-01-01 15:00,4.1,,1.4,54,1027.8,5.1
177,홍성,2020-01-01 16:00,1.6,,2.3,79,1028.5,2.7
177,홍성,2020-01-01 17:00,1,,.6,83,1028.6,1.8
177,홍성,2020-01-01 18:00,.7,,.5,87,1028.7,1
177,홍성,2020-01-01 19:00,.8,,.1,87,1028.4,1
177,홍성,2020-01-01 20:00,.6,,0,88,1028.2,.8
177,홍성,2020-01-01 21:00,-.2,,.5,90,1028.1,-.7
177,홍성,2020-01-01 22:00,-1.2,,.4,94,1028.2,-.5
177,홍성,2020-01-01 23:00,-1.8,,1.7,95,1028.3,-1.4
177,홍성,2020-01-02 00:00,-2.4,,0,94,1027.8,-2.1
184,제주,2020-01-01 01:00,2.6,,2.2,63,1030.3,4.2
184,제주,2020-01-01 02:00,2.7,,2.2,68,1030.4,4.3
184,제주,2020-01-01 03:00,3.2,,2.6,69,1030.9,4.4
184,제주,2020-01-01 04:00,3,,1.4,65,1030.4,4.4
184,제주,2020-01-01 05:00,3.3,,1.8,64,1030.3,4.4
184,제주,2020-01-01 06:00,3.2,,4.1,67,1030.6,4.4
184,제주,2020-01-01 07:00,3.2,,3.7,64,1031.4,4.3
184,제주,2020-01-01 08:00,3.3,,3,63,1031.6,4.3
184,제주,2020-01-01 09:00,3.9,,2.1,63,1031.7,4.8
184,제주,2020-01-01 10:00,4.1,,2.4,62,1032.3,5.5
184,제주,2020-01-01 11:00,4.6,,1.7,61,1031.9,6.7
184,제주,2020-01-01 12:00,5.1,,2,59,1030.9,7.9
184,제주,2020-01-01 13:00,5.4,,2.2,59,1029.9,8.8
184,제주,2020-01-01 14:00,6.1,,2.5,58,1029.3,9.8
184,제주,2020-01-01 15:00,5.9,,2.9,61,1029.5,8.7
184,제주,2020-01-01 16:00,6.2,,3.4,61,1029.9,7.7
184,제주,2020-01-01 17:00,6.4,,2.1,63,1029.4,7.1
184,제주,2020-01-01 18:00,6.5,,2.8,61,1029.5,6.5
184,제주,2020-01-01 19:00,6.6,,2,62,1029.3,6.3
184,제주,2020-01-01 20:00,6.7,,2.6,62,1028.8,6.2
184,제주,2020-01-01 21:00,6.8,,2.7,61,1029.2,6.2
184,제주,2020-01-01 22:00,6.8,,2.4,60,1029.4,6.2
184,제주,2020-01-01 23:00,6.7,,.9,62,1029.5,6.2
184,제주,2020-01-02 00:00,6.8,,1.6,62,1029.2,6.3
185,고산,2020-01-01 01:00,2.7,,7.8,72,1022.7,3.2
185,고산,2020-01-01 02:00,3.1,,7,72,1022.8,3.4
185,고산,2020-01-01 03:00,3.3,,6.7,71,1023.4,3.5
185,고산,2020-01-01 04:00,3.3,,7.6,71,1023.1,3.6
185,고산,2020-01-01 05:00,4.1,,8.1,73,1022.8,3.7
185,고산,2020-01-01 06:00,3.4,,5.7,72,1023.2,3.8
185,고산,2020-01-01 07:00,3.4,,4.9,70,1023.8,3.8
185,고산,2020-01-01 08:00,2.9,,5.1,73,1024,3.8
185,고산,2020-01-01 09:00,4,,5.8,68,1024.2,4.1
185,고산,2020-01-01 10:00,4.4,,5.8,67,1024.8,4.4
185,고산,2020-01-01 11:00,5.1,,7.9,69,1024.4,4.8
185,고산,2020-01-01 12:00,5.7,,7.2,66,1023.6,5.9
185,고산,2020-01-01 13:00,5.2,,6.2,67,1022.7,6.7
185,고산,2020-01-01 14:00,5.8,,5.4,68,1022.4,7.1
185,고산,2020-01-01 15:00,5.9,,7.2,68,1022.4,7.1
185,고산,2020-01-01 16:00,5.8,,7.2,68,1022.7,6.9
185,고산,2020-01-01 17:00,5.9,,8,69,1022.2,6.5
185,고산,2020-01-01 18:00,5.9,,8,68,1022.3,5.9
185,고산,2020-01-01 19:00,6.3,,5.7,68,1022.2,5.7
185,고산,2020-01-01 20:00,6.3,,4.6,68,1022.1,5.6
185,고산,2020-01-01 21:00,6.4,,3.6,69,1022.6,5.7
185,고산,2020-01-01 22:00,6.8,,5.2,65,1022.7,5.7
185,고산,2020-01-01 23:00,6.8,,6.2,67,1022.8,5.7
185,고산,2020-01-02 00:00,6.7,,7.8,68,1022.3,5.6
188,성산,2020-01-01 01:00,.9,,2.4,67,1029.6,.6
188,성산,2020-01-01 02:00,1.3,,1.7,68,1029.8,.8
188,성산,2020-01-01 03:00,1.4,,2.2,67,1030.2,.8
188,성산,2020-01-01 04:00,1.6,,1.7,68,1029.8,.9
188,성산,2020-01-01 05:00,1.7,,2.2,66,1029.9,.9
188,성산,2020-01-01 06:00,1.9,,2,64,1030,.9
188,성산,2020-01-01 07:00,2,,2.3,63,1030.8,.9
188,성산,2020-01-01 08:00,2.3,,1.8,63,1031.1,1
188,성산,2020-01-01 09:00,3.4,,1.8,60,1031.3,2.3
188,성산,2020-01-01 10:00,3.7,,3.1,60,1031.1,2.9
188,성산,2020-01-01 11:00,4.6,,3,57,1030.9,3.8
188,성산,2020-01-01 12:00,5.4,,3.2,56,1029.7,8.2
188,성산,2020-01-01 13:00,5.8,,4.1,55,1028.7,9.4
188,성산,2020-01-01 14:00,5.9,,3.8,55,1028.1,10.3
188,성산,2020-01-01 15:00,5.8,,3.9,57,1028.2,8.3
188,성산,2020-01-01 16:00,5.8,,4.3,59,1028.8,6.8
188,성산,2020-01-01 17:00,5.3,,3.9,62,1028.5,5
188,성산,2020-01-01 18:00,4.9,,2.8,64,1029,3.7
188,성산,2020-01-01 19:00,5.2,,1.5,65,1028.7,3.6
188,성산,2020-01-01 20:00,4.9,,1.5,65,1028.6,3.2
188,성산,2020-01-01 21:00,4.7,,1.3,66,1028.7,2.6
188,성산,2020-01-01 22:00,3.7,,1.4,71,1029.1,2
188,성산,2020-01-01 23:00,4.3,,1.5,70,1028.9,2.1
188,성산,2020-01-02 00:00,5.1,,1.8,69,1028.7,3.1
189,서귀포,2020-01-01 01:00,5.1,,.8,77,1023.8,1.9
189,서귀포,2020-01-01 02:00,5,,.7,79,1024.1,4.1
189,서귀포,2020-01-01 03:00,5.1,,.9,81,1024.5,4.8
189,서귀포,2020-01-01 04:00,5.4,,1.7,77,1023.8,4.8
189,서귀포,2020-01-01 05:00,5.4,,.5,80,1023.8,5.1
189,서귀포,2020-01-01 06:00,6,,.8,79,1024,5.6
189,서귀포,2020-01-01 07:00,6,,1,82,1024.8,5.6
189,서귀포,2020-01-01 08:00,5.7,,.6,78,1025.2,5.1
189,서귀포,2020-01-01 09:00,5.6,,.6,77,1025.5,6.7
189,서귀포,2020-01-01 10:00,6.5,,1.2,74,1026.2,8.1
189,서귀포,2020-01-01 11:00,7.1,,1.2,72,1025.9,11.9
189,서귀포,2020-01-01 12:00,7.5,,2.5,72,1025.1,14
189,서귀포,2020-01-01 13:00,8.7,,2.7,66,1024.2,25.7
189,서귀포,2020-01-01 14:00,8.8,,2.6,64,1023.9,23.2
189,서귀포,2020-01-01 15:00,8.7,,2.7,64,1023.9,13.7
189,서귀포,2020-01-01 16:00,8.4,,1.2,66,1024.4,9.2
189,서귀포,2020-01-01 17:00,7.7,,1.3,70,1023.9,7
189,서귀포,2020-01-01 18:00,7.4,,1.2,73,1023.9,5.5
189,서귀포,2020-01-01 19:00,7.1,,1.1,76,1023.8,6.1
189,서귀포,2020-01-01 20:00,7.1,,.4,78,1023.8,5.9
189,서귀포,2020-01-01 21:00,7.5,,.8,77,1024.1,6.6
189,서귀포,2020-01-01 22:00,7.6,,.7,78,1024.3,6.9
189,서귀포,2020-01-01 23:00,7.6,,.8,80,1024.5,7.2
189,서귀포,2020-01-02 00:00,8,,.6,77,1024.1,7.3
192,진주,2020-01-01 01:00,-7.2,,.3,57,1028.4,-3.6
192,진주,2020-01-01 02:00,-6.6,,.8,51,1028.5,-4
192,진주,2020-01-01 03:00,-6,,.3,41,1028.6,-4
192,진주,2020-01-01 04:00,-7,,0,47,1028.5,-4.2
192,진주,2020-01-01 05:00,-7.9,,.3,57,1028.4,-4.1
192,진주,2020-01-01 06:00,-7.6,,0,63,1027.9,-3.5
192,진주,2020-01-01 07:00,-5.9,,.6,48,1028.2,-3.5
192,진주,2020-01-01 08:00,-6.5,,0,62,1028.4,-3.5
192,진주,2020-01-01 09:00,-4.3,,.3,55,1028.9,-1.3
192,진주,2020-01-01 10:00,-1.3,,.6,44,1029.1,0
192,진주,2020-01-01 11:00,1.9,,.8,36,1028.8,3.2
192,진주,2020-01-01 12:00,3.5,,.5,40,1027.8,4.8
192,진주,2020-01-01 13:00,4.8,,1.1,38,1026.8,4.8
192,진주,2020-01-01 14:00,5.9,,1.4,37,1026.1,3.2
192,진주,2020-01-01 15:00,6.3,,.8,36,1025.8,4.4
192,진주,2020-01-01 16:00,6.9,,.5,37,1026.2,3.4
192,진주,2020-01-01 17:00,4.5,,1,44,1026.7,1.3
192,진주,2020-01-01 18:00,1.2,,.4,58,1026.8,.3
192,진주,2020-01-01 19:00,-.5,,.3,66,1026.9,.1
192,진주,2020-01-01 20:00,-1.4,,.5,70,1026.7,-.5
192,진주,2020-01-01 21:00,-2.2,,.2,73,1026.8,-1
192,진주,2020-01-01 22:00,-3.1,,.2,77,1027.2,-1.3
192,진주,2020-01-01 23:00,-3.7,,.1,79,1027.5,-1.5
192,진주,2020-01-02 00:00,-4,,0,83,1027.1,-1.8
201,강화,2020-01-01 01:00,-6.4,,1.2,58,1027,-3.9
201,강화,2020-01-01 02:00,-6,,.8,65,1026.7,-3.3
201,강화,2020-01-01 03:00,-5.5,,.6,61,1026.8,-2.9
201,강화,2020-01-01 04:00,-5.4,,1.4,66,1026.7,-3.1
201,강화,2020-01-01 05:00,-5,,1.4,65,1026.2,-2.8
201,강화,2020-01-01 06:00,-4.8,,1.2,68,1026.4,-2.5
201,강화,2020-01-01 07:00,-4.8,,1.6,71,1026.6,-2.5
201,강화,2020-01-01 08:00,-4.5,,1.2,73,1026.8,-2.4
201,강화,2020-01-01 09:00,-4.3,,1.2,76,1027.3,-1.7
201,강화,2020-01-01 10:00,-4,,.9,82,1027.9,-.7
201,강화,2020-01-01 11:00,-1.9,,1.3,77,1027.3,-.2
201,강화,2020-01-01 12:00,.2,,1.3,69,1026.4,1.4
201,강화,2020-01-01 13:00,.8,,1.7,65,1025.5,4.8
201,강화,2020-01-01 14:00,1.6,,1.5,65,1025.2,3.1
201,강화,2020-01-01 15:00,1.6,,1,66,1025.5,1.9
201,강화,2020-01-01 16:00,1.4,,1.9,67,1025.8,1
201,강화,2020-01-01 17:00,.9,,1.3,72,1026,0
201,강화,2020-01-01 18:00,-.1,,.5,75,1025.9,.1
201,강화,2020-01-01 19:00,-.2,,.5,77,1025.9,.1
201,강화,2020-01-01 20:00,-1.3,,.8,80,1025.7,.1
201,강화,2020-01-01 21:00,-1.3,,.8,82,1026,0
201,강화,2020-01-01 22:00,-1.1,,.1,83,1025.9,0
201,강화,2020-01-01 23:00,-1,,.2,81,1026,-.1
201,강화,2020-01-02 00:00,-.8,,0,79,1025.4,-.1
202,양평,2020-01-01 01:00,-7,,1,58,1028.4,-2.7
202,양평,2020-01-01 02:00,-6.7,,1.2,57,1028,-2.6
202,양평,2020-01-01 03:00,-6.5,,.8,56,1028,-2.6
202,양평,2020-01-01 04:00,-6.3,,.8,61,1028.1,-2.8
202,양평,2020-01-01 05:00,-6.1,,.8,61,1027.7,-2.5
202,양평,2020-01-01 06:00,-6,,1.3,63,1027.8,-2.5
202,양평,2020-01-01 07:00,-5.8,,1.2,64,1028.1,-2.4
202,양평,2020-01-01 08:00,-5.9,,1.1,69,1028.3,-2.3
202,양평,2020-01-01 09:00,-5.9,0,1,74,1028.8,-1.8
202,양평,2020-01-01 10:00,-5.6,,.6,78,1029.2,-.7
202,양평,2020-01-01 11:00,-4.9,,1.1,78,1028.8,-.3
202,양평,2020-01-01 12:00,-4.4,.1,1.2,79,1027.7,.2
202,양평,2020-01-01 13:00,-2.9,,.3,80,1027,.6
202,양평,2020-01-01 14:00,-2.4,,1.2,77,1026.7,1
202,양평,2020-01-01 15:00,-1.7,,.9,76,1026.7,1
202,양평,2020-01-01 16:00,-1.5,,.5,76,1027.3,.4
202,양평,2020-01-01 17:00,-1.4,,1,77,1027.2,.1
202,양평,2020-01-01 18:00,-1.6,,1,78,1027.1,0
202,양평,2020-01-01 19:00,-1.8,,.4,79,1027.1,-.3
202,양평,2020-01-01 20:00,-1.8,,.2,79,1026.9,-.5
202,양평,2020-01-01 21:00,-1.9,,.1,81,1027.1,-.7
202,양평,2020-01-01 22:00,-2,,.3,83,1026.9,-1.3
202,양평,2020-01-01 23:00,-2.4,,0,85,1027.1,-1.5
202,양평,2020-01-02 00:00,-2.7,,.2,87,1026.6,-1.5
203,이천,2020-01-01 01:00,-7.5,,.6,70,1024.1,-1
203,이천,2020-01-01 02:00,-6.9,,.6,68,1023.5,-1
203,이천,2020-01-01 03:00,-6.7,,.6,67,1023.7,-.8
203,이천,2020-01-01 04:00,-6.5,,.3,68,1023.6,-.9
203,이천,2020-01-01 05:00,-6.4,,.3,73,1023.3,-.8
203,이천,2020-01-01 06:00,-6,,1.4,70,1023.3,-.8
203,이천,2020-01-01 07:00,-5.7,,1,68,1023.7,-.8
203,이천,2020-01-01 08:00,-5.8,,.6,67,1023.9,-.8
203,이천,2020-01-01 09:00,-5.6,,.5,68,1024.3,-.7
203,이천,2020-01-01 10:00,-5.4,,.8,77,1024.8,-.3
203,이천,2020-01-01 11:00,-5.2,,1,82,1024.6,-.2
203,이천,2020-01-01 12:00,-4.8,,.3,80,1023.5,-.1
203,이천,2020-01-01 13:00,-4.1,,.4,77,1022.7,.1
203,이천,2020-01-01 14:00,-3.4,,.6,76,1022.5,.1
