id,genres,vote_average,vote_count,popularity,title,keywords,overview,score
76492,Animation Comedy Family Fantasy,6.8,2566,56.257411,Hotel Transylvania,witch magic mummy vampire dracula skeleton backpacker frankenstein wolfman zombie invisible man duringcreditsstinger  nosferatu protective father fang vamp,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teen-aged daughter.",6.86803372397778
298,Crime Thriller,6.5,1999,42.069993,Ocean's Thirteen,casino thief revenge heist las vegas pretending to be rich labor strike,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",6.721808446835809
157350,Adventure Action Science Fiction,6.9,4663,80.316463,Divergent,based on novel dystopia youth dystopic future caste system divergent based on young adult novel,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",6.917812737854575
22538,Action Adventure Comedy,7.2,2126,38.885195,Scott Pilgrim vs. the World,whipping hipster underage girlfriend animated flashback character's point of view camera shot unconsciousness girl fight vegan aftercreditsstinger,"Scott Pilgrim is a film adaptation of the critically acclaimed, award-winning series of graphic novels of the same name by Canadian cartoonist Bryan Lee O’Malley. Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.",7.090093768007197
49049,Action Science Fiction,6.6,1940,57.67393199999999,Dredd,usa corruption crime fighter judge metropolis law post-apocalyptic dystopia executive case police futuristic based on comic book gore survival gunfight gangster extreme violence psychic violence criminal justice drug lord based on graphic novel dystopic future dark humor expert marksman rookie dredd 2000 ad,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.",6.776616486843038
9339,Comedy Drama Fantasy Romance,6.0,2104,41.176631,Click,regret workaholic heart attack architect dying and death time travel remote control children liposuction hospital wedding dog second chance alternate reality fatherhood obese,A workaholic architect finds a universal remote that allows him to fast-forward and rewind to different parts of his life. Complications arise when the remote starts to overrule his choices.,6.449058374058374
1949,Crime Drama Mystery Thriller,7.3,2023,51.970905,Zodiac,california san francisco killing journalist newspaper mass murder planned murder embassy victim threat to death victim of murder code police murder serial killer reporter,"The true story of the investigation of 'The Zodiac Killer',  a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for four men as their lives and careers are built and destroyed by the endless trail of clues.",7.139552424998117
310,Fantasy Comedy,6.4,3012,109.68478799999998,Bruce Almighty,christianity moon responsability moses street gang lovesickness journalism new love faith prayer god car crash,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",6.613386057621584
27578,Thriller Adventure Action,6.0,2926,77.58066099999999,The Expendables,tattoo martial arts sniper island mercenary bridge rescue escape church drug blade ensemble cast duringcreditsstinger,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert, heavy weapons specialist, demolitionist, and a loose-cannon sniper. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",6.371582514878627
954,Adventure Action Thriller,6.7,2631,75.290998,Mission: Impossible,paris london england spy cia terrorist secret identity undercover arms deal headquarter secret base secret mission prague embassy secret agent tgv computer mission based on tv series espionage agent,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",6.808177324447964
70160,Science Fiction Adventure Fantasy,6.9,9455,68.550698,The Hunger Games,hallucination dystopia female protagonist bow and arrow knife throwing knife fight game archery blindness glamour roasted pig sponsor chariot fictional tv show mine explosion based on young adult novel,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",6.9102544613568755
45243,Comedy,6.2,3739,58.040149,The Hangover Part II,sun glasses interpol undercover cop hangover duringcreditsstinger,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",6.451494914097561
11324,Drama Thriller Mystery,7.8,6336,81.91469599999999,Shutter Island,based on novel island hurricane investigation psychiatric hospital u.s. marshal conspiracy theory 1950s,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",7.611759607296894
20504,Action Thriller Science Fiction,6.6,2164,32.363538,The Book of Eli,book post-apocalyptic dystopia faith blind,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",6.766731894335332
228150,War Drama Action,7.4,3946,139.575085,Fury,world war ii nazis war nazi germany panzer tank,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",7.261110527260863
453,Drama Romance,7.7,3009,59.248437,A Beautiful Mind,individual schizophrenia massachusetts love of one's life intelligence mathematician market economy economic theory princeton university nobel prize mathematical theorem m.i.t. mathematics delusion,"At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",7.420486804036749
8587,Family Animation Drama,8.0,5376,90.457886,The Lion King,loss of parents wild boar uncle shaman redemption king scar hyena meerkat,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,7.735746248321098
584,Action Crime Thriller,6.2,2028,10.520961,2 Fast 2 Furious,miami car race sports car los angeles car automobile racing,"It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.",6.562789089046072
328111,Animation Family,5.9,3462,31.482871999999997,The Secret Life of Pets,"pet bunny anthropomorphism dog animal apartment building sewer terrier manhattan, new york city rodent mongrel","The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",6.26869061464941
93456,Animation Comedy Family,7.0,4637,136.886704,Despicable Me 2,secret agent bakery falling in love father daughter relationship duringcreditsstinger first date minions 3d,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,6.9894937353503614
602,Action Adventure Science Fiction,6.7,3260,60.442593,Independence Day,spacecraft patriotism countdown independence invasion war ufo extraterrestrial spaceship alien battle,"On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",6.7948312674344375
330,Adventure Action Science Fiction,6.2,2487,2.502487,The Lost World: Jurassic Park,exotic island dna paleontology tyrannosaurus rex velociraptor san diego dinosaur jurassic park animal horror,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that Hammond has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",6.52429087110735
953,Family Animation,6.6,3237,48.110909,Madagascar,lion hippopotamus giraffe penguin zebra,"Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.",6.731482786359248
9693,Drama Action Thriller Science Fiction,7.4,2071,35.387874,Children of Men,police state hippie rebel miracle future dystopia chaos aging childlessness faith survival birth dying,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",7.1944972972547525
36657,Adventure Action Science Fiction,6.8,4097,4.6689099999999994,X-Men,mutant marvel comic superhero based on comic book superhuman,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",6.850484842451685
8909,Action Thriller Crime,6.4,2528,73.82289,Wanted,assassin loss of father secret society mission of murder revenge,"Doormat Wesley Gibson discovers that his recently murdered father – who Wesley never knew – belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.",6.63703914755582
950,Animation Family Comedy Adventure,6.5,2951,85.11505799999999,Ice Age: The Meltdown,mammoth sloth ice age barrier ice ice melting iceberg flooding adventure lovers deluge saber-toothed tiger,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",6.677719074182095
1824,Comedy Romance,6.6,2105,61.437585999999996,50 First Dates,deja vu amnesia hawaii ladykiller romantic comedy,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",6.769226488281111
75656,Thriller Crime,7.3,5487,71.124686,Now You See Me,paris bank secret fbi vault magic new orleans investigation heist conspiracy money escape new york city las vegas explosion,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,7.215424104333924
594,Comedy Drama,7.0,1910,57.753914,The Terminal,new york airport marriage proposal translation craftsman stewardess illegal immigration language barrier jfk international airport immigration law fast food restaurant security camera jazz musician saxophonist autograph passport eastern europe friendship,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",6.981850318505957
203801,Comedy Action Adventure,7.1,2265,48.744209000000005,The Man from U.N.C.L.E.,spy cold war remake based on tv series buddy cop russian spy american spy,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",7.038618641586911
9741,Science Fiction Thriller Drama,6.9,1946,42.006908,Unbreakable,father son relationship train accident comic book marriage crisis invulnerability superhero suspense super powers,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead – and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",6.930601346022549
211672,Family Animation Adventure Comedy,6.4,4571,875.581305,Minions,assistant aftercreditsstinger duringcreditsstinger evil mastermind minions 3d,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",6.561482780585973
197,Action Drama History War,7.7,3336,60.722162,Braveheart,individual scotland in love with enemy legend independence idealism revolt tyranny,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",7.438150845293702
35,Animation Comedy Family,6.9,2264,46.875375,The Simpsons Movie,father son relationship lake springfield the simpsons duff beer garbage pig pollution environmental protection agency quarantine alcoholism love alaska dysfunctional family dysfunctional marriage ecology saving lives first love duringcreditsstinger donuts,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",6.928229264305708
809,Adventure Animation Comedy Family Fantasy,6.7,2988,47.320801,Shrek 2,prison magic liberation honeymoon parents-in-law kingdom enchantment dancing scene transformation fairy-tale figure,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",6.800175645178131
920,Animation Adventure Comedy Family,6.6,3877,82.643036,Cars,car race car journey village and town auto route 66 wrecker porsche retirement media friendship sport anthropomorphism los angeles road movie aftercreditsstinger duringcreditsstinger,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",6.716759585311218
16869,Drama Action Thriller War,7.9,6430,72.595961,Inglourious Basterds,paris guerrilla cinema self sacrifice dynamite mexican standoff world war ii jew persecution jew nazis masochism sadism scalp winston churchill knife in hand anti semitism gore swastika blood bath german occupation of france violence gun violence,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",7.691665586315095
1573,Action Thriller,6.6,1896,57.69846999999999,Die Hard 2,ambush helicopter journalist based on novel airport hand grenade fistfight cop sequel snow dulles international airport shootout officer involved shooting terrorism explosion church violence sabotage walkie talkie swat team air traffic control commando unit snowmobile,"John McClane is an off-duty cop gripped with a feeling of déjà vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.",6.778697443736004
117263,Action Thriller,6.2,2981,59.428222999999996,Olympus Has Fallen,white house secret service terrorist attack,"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",6.491050282999488
587,Adventure Fantasy Drama,7.6,1994,46.199482,Big Fish,circus father son relationship witch fish fishing love of one's life leech story teller apoplectic stroke fair mermaid cancer relationship youth gentle giant,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",7.29442848708061
49017,Horror Action Drama Fantasy War,6.2,2389,64.45794699999999,Dracula Untold,vampire dracula bite battle 15th century ottoman empire vlad fang vamp tepes,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.",6.531808613778619
52520,Fantasy Action Horror,6.1,1862,58.40120400000001,Underworld: Awakening,vampire daughter hybrid child vampire werewolf imax lab experiment werewolf child fang vamp,"After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.",6.528744928626022
24021,Adventure Fantasy Drama Romance,5.8,2301,107.069763,The Twilight Saga: Eclipse,vampire graduation bite immortality werewolf fang vamp,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",6.316511507437728
20352,Animation Family,7.1,6478,113.858273,Despicable Me,adoptive father orphanage life's dream rivalry stealing ballet little girl orphan father daughter relationship tomboy mother son relationship intelligent kids evil doctor duringcreditsstinger minions supervillain 3d despicable cattivissimo,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",7.069713786480657
214756,Comedy,6.2,2463,68.734513,Ted 2,sperm bank sequel buddy courthouse teddy bear aftercreditsstinger toy comes to life married,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",6.526100277557942
857,Drama History War,7.9,5048,76.04186700000001,Saving Private Ryan,war crimes self sacrifice war veteran world war ii war ship airplane bravery normandy parachute troops waffen ss omaha beach army cowardice american flag war memorial deserted town military 1940s,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",7.64985590931223
425,Animation Comedy Family Adventure,7.1,3857,99.561972,Ice Age,human evolution parents kids relationship squirrel ice loss of child mammoth sloth dying and death stone age prehistoric saber-toothed tiger cavemen prehistoric creature prehistoric adventure prehistoric times prehistoric man,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",7.055776193750699
603,Action Science Fiction,7.9,8907,104.309993,The Matrix,saving the world artificial intelligence man vs machine philosophy prophecy martial arts self sacrifice fight insurgence virtual reality dystopia truth cyberpunk woman director messiah gnosticism,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",7.739690261310676
82695,Drama Music Romance,7.1,1884,48.356214,Les Misérables,france robbery brothel mayor star musical arrest army rebellion wedding falling in love corpse parole convict girl disguised as boy,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",7.03233605574031
256591,Romance Comedy Crime Drama,6.7,2542,59.634029000000005,Focus,seduction con man femme fatale deception rivalry con artist,"Nicky, a veteran con artist, takes a novice named Jess under his wing. While Nicky teaches Jess the tricks of the trade, the pair become romantically involved; but, when Jess gets uncomfortably close, Nicky ends their relationship. Three years later, Nicky is in Buenos Aires working a very dangerous scheme when Jess -- now an accomplished femme fatale -- unexpectedly shows up. Her appearance throws Nicky for a loop at a time when he cannot afford to be off his game.",6.810375247440356
550,Drama,8.3,9413,146.75739099999998,Fight Club,support group dual identity nihilism rage and hate insomnia dystopia violence,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",8.081542539940607
329,Adventure Science Fiction,7.6,4856,40.413191,Jurassic Park,exotic island dna paleontology tyrannosaurus rex triceratops brontosaurus electric fence island dinosaur amusement park theme park jurassic park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",7.425066881854644
273248,Crime Drama Mystery Western,7.6,4274,68.717016,The Hateful Eight,bounty hunter wyoming mountains narration hangman stagecoach blizzard post civil war,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,7.408410400806186
1271,Action Adventure War,7.0,4997,65.197968,300,evisceration javelin shield army fall from height ancient world s.a.t. minions,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",6.990047068772527
497,Fantasy Drama Crime,8.2,4048,103.698022,The Green Mile,southern usa black people mentally disabled based on novel heal death row jail guard great depression prison guard electric chair magic realism healing death row inmate 1930s,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",7.813666712063014
210577,Mystery Thriller Drama,7.9,5862,143.041543,Gone Girl,based on novel marriage crisis disappearance cheating husband missing person search party criminal lawyer wife murder murder suspect missing wife,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",7.676298339552197
2501,Action Drama Mystery Thriller,7.3,3583,86.47681700000001,The Bourne Identity,paris barcelona spain assassin based on novel secret identity amnesia sniper passport mission of murder lovers escape shootout foot chase cell phone car chase multiple identities surveillance camera hamburg germany fishing boat langley virginia safe deposit box flashback hand to hand combat,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy – but who does he work for?",7.185720982382362
37165,Comedy Drama,7.8,4537,56.488027,The Truman Show,claustrophobia hidden camera dystopia reality show make believe pretend,"Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life.",7.558642239528144
9654,Action Crime,6.6,1919,62.766854,The Italian Job,venice california train station helicopter austria mountains gold subway hacker chase safe remake caper revenge murder heist double crossed fast cars boat chase los angeles explosion convict father daughter relationship car chase tv news hollywood sign television repair mini cooper,"Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles.",6.777603591283263
294254,Action,6.4,3040,113.161483,Maze Runner: The Scorch Trials,based on novel resistance maze post-apocalyptic dystopia infection on the run escape zombie storm disease desert sewer antidote corporation virus runner city ruin immunity,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",6.612161309832677
39514,Action Adventure Comedy Crime Thriller,6.6,2808,41.430245,RED,cia retirement shot to death sniper rifle retired female spy alarm,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent, Frank Moses reassembles his old team in a last ditch effort to survive and uncover his assailants.",6.743622532258895
75780,Crime Drama Thriller,6.3,2998,56.868399,Jack Reacher,based on novel sniper investigation police quarry,"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.",6.552015493732473
1487,Fantasy Action Science Fiction,6.5,2225,47.479755,Hellboy,black magic fistfight cover-up superhero paranormal phenomena narration from grave demon occult combat photography reanimated corpse duringcreditsstinger,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon - Hellboy - has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.",6.709471805357024
137106,Adventure Animation Comedy Family Fantasy,7.5,3070,59.547928000000006,The Lego Movie,father son relationship creativity friendship part live action toys based on toy falling in love super powers duringcreditsstinger different worlds lego batman,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from gluing the universe together.",7.298868823626382
293660,Action Adventure Comedy,7.4,10995,514.5699559999999,Deadpool,anti hero mercenary marvel comic superhero based on comic book breaking the fourth wall aftercreditsstinger duringcreditsstinger self healing,"Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",7.337398330441483
190859,War Action,7.4,4469,87.53437,American Sniper,sniper biography iraq navy seal u.s. soldier,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",7.2726270307714325
13,Comedy Drama Romance,8.2,7927,138.133331,Forrest Gump,vietnam veteran hippie mentally disabled running based on novel vietnam vietnam war friendship love family relationships bully mother son relationship military hugging shrimping wounded soldier flashback park bench amputee,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",7.96712553852251
109424,Action Drama Thriller,7.6,2454,52.786917,Captain Phillips,ship hijacking somalia fisherman blood poverty pirate terrorism commando hijack cargo ship ship captain ship hijacking somali commando unit,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",7.327175410932748
156022,Thriller Action Crime,7.1,2954,79.92205899999999,The Equalizer,corruption assassin hostage fbi hitman russian security camera sadism vigilante sociopath revenge suspense organized crime gore gangster violence teenage prostitute commando interrogation surveillance ex soldier faked death loner call girl black ops hand to hand combat mysterious past,"In The Equalizer, Denzel Washington plays McCall, a man who believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when McCall meets Teri (Chloë Grace Moretz), a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",7.047443396604567
